from_field,from_event,Section Header,Field Type,to_event,to_field,to_form,TO_FIELD_TYPE,NOTES,custom,custom_1,custom_2
asq_27_prso6,asq_27_month_25_mo_16_d_28_mo_15_d,,radio,child_3_arm_4,asq_27_prso6,asq_27_month_25_mo_16_d_28_mo_15_d,radio,,,,
asq_27_prso6_explain,asq_27_month_25_mo_16_d_28_mo_15_d,,notes,child_3_arm_4,asq_27_prso6_explain,asq_27_month_25_mo_16_d_28_mo_15_d,notes,,,,
asq_27_peso1,asq_27_month_25_mo_16_d_28_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Personal-Social</span></p></div>",radio,child_3_arm_4,asq_27_peso1,asq_27_month_25_mo_16_d_28_mo_15_d,radio,,,,
asq_27_peso2,asq_27_month_25_mo_16_d_28_mo_15_d,,radio,child_3_arm_4,asq_27_peso2,asq_27_month_25_mo_16_d_28_mo_15_d,radio,,,,
asq_27_peso3,asq_27_month_25_mo_16_d_28_mo_15_d,,radio,child_3_arm_4,asq_27_peso3,asq_27_month_25_mo_16_d_28_mo_15_d,radio,,,,
asq_27_peso4,asq_27_month_25_mo_16_d_28_mo_15_d,,radio,child_3_arm_4,asq_27_peso4,asq_27_month_25_mo_16_d_28_mo_15_d,radio,,,,
asq_27_peso5,asq_27_month_25_mo_16_d_28_mo_15_d,,radio,child_3_arm_4,asq_27_peso5,asq_27_month_25_mo_16_d_28_mo_15_d,radio,,,,
asq_27_peso6,asq_27_month_25_mo_16_d_28_mo_15_d,,radio,child_3_arm_4,asq_27_peso6,asq_27_month_25_mo_16_d_28_mo_15_d,radio,,,,
asq_27_overall_1,asq_27_month_25_mo_16_d_28_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Overall</span></p></div>",yesno,child_3_arm_4,asq_27_overall_1,asq_27_month_25_mo_16_d_28_mo_15_d,yesno,,,,
asq_27_overall_1_explain,asq_27_month_25_mo_16_d_28_mo_15_d,,notes,child_3_arm_4,asq_27_overall_1_explain,asq_27_month_25_mo_16_d_28_mo_15_d,notes,,,,
asq_27_overall_2,asq_27_month_25_mo_16_d_28_mo_15_d,,yesno,child_3_arm_4,asq_27_overall_2,asq_27_month_25_mo_16_d_28_mo_15_d,yesno,,,,
asq_27_overall_2_explain,asq_27_month_25_mo_16_d_28_mo_15_d,,notes,child_3_arm_4,asq_27_overall_2_explain,asq_27_month_25_mo_16_d_28_mo_15_d,notes,,,,
asq_27_overall_3,asq_27_month_25_mo_16_d_28_mo_15_d,,yesno,child_3_arm_4,asq_27_overall_3,asq_27_month_25_mo_16_d_28_mo_15_d,yesno,,,,
asq_27_overall_3_explain,asq_27_month_25_mo_16_d_28_mo_15_d,,notes,child_3_arm_4,asq_27_overall_3_explain,asq_27_month_25_mo_16_d_28_mo_15_d,notes,,,,
asq_27_overall_4,asq_27_month_25_mo_16_d_28_mo_15_d,,yesno,child_3_arm_4,asq_27_overall_4,asq_27_month_25_mo_16_d_28_mo_15_d,yesno,,,,
asq_27_overall_4_explain,asq_27_month_25_mo_16_d_28_mo_15_d,,notes,child_3_arm_4,asq_27_overall_4_explain,asq_27_month_25_mo_16_d_28_mo_15_d,notes,,,,
asq_27_overall_5,asq_27_month_25_mo_16_d_28_mo_15_d,,yesno,child_3_arm_4,asq_27_overall_5,asq_27_month_25_mo_16_d_28_mo_15_d,yesno,,,,
asq_27_overall_5_explain,asq_27_month_25_mo_16_d_28_mo_15_d,,notes,child_3_arm_4,asq_27_overall_5_explain,asq_27_month_25_mo_16_d_28_mo_15_d,notes,,,,
asq_27_overall_6,asq_27_month_25_mo_16_d_28_mo_15_d,,yesno,child_3_arm_4,asq_27_overall_6,asq_27_month_25_mo_16_d_28_mo_15_d,yesno,,,,
asq_27_overall_6_explain,asq_27_month_25_mo_16_d_28_mo_15_d,,notes,child_3_arm_4,asq_27_overall_6_explain,asq_27_month_25_mo_16_d_28_mo_15_d,notes,,,,
asq_27_overall_7,asq_27_month_25_mo_16_d_28_mo_15_d,,yesno,child_3_arm_4,asq_27_overall_7,asq_27_month_25_mo_16_d_28_mo_15_d,yesno,,,,
asq_27_overall_7_explain,asq_27_month_25_mo_16_d_28_mo_15_d,,notes,child_3_arm_4,asq_27_overall_7_explain,asq_27_month_25_mo_16_d_28_mo_15_d,notes,,,,
asq_27_overall_8,asq_27_month_25_mo_16_d_28_mo_15_d,,yesno,child_3_arm_4,asq_27_overall_8,asq_27_month_25_mo_16_d_28_mo_15_d,yesno,,,,
asq_27_overall_8_explain,asq_27_month_25_mo_16_d_28_mo_15_d,,notes,child_3_arm_4,asq_27_overall_8_explain,asq_27_month_25_mo_16_d_28_mo_15_d,notes,,,,
asq_27_overall_9,asq_27_month_25_mo_16_d_28_mo_15_d,,yesno,child_3_arm_4,asq_27_overall_9,asq_27_month_25_mo_16_d_28_mo_15_d,yesno,,,,
asq_27_overall_9_explain,asq_27_month_25_mo_16_d_28_mo_15_d,,notes,child_3_arm_4,asq_27_overall_9_explain,asq_27_month_25_mo_16_d_28_mo_15_d,notes,,,,
asq_30_child,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_child,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_comm1,asq_30_month_28_mo_16_d_31_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Communication</span></p></div>",radio,child_3_arm_4,asq_30_comm1,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_comm2,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_comm2,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_comm3,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_comm3,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_comm6,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_comm6,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_comm5,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_comm5,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_comm4,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_comm4,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_comm4_example,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_comm4_example,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_30_gm_png,asq_30_month_28_mo_16_d_31_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Gross Motor</span></p></div>",descriptive,child_3_arm_4,asq_30_gm_png,asq_30_month_28_mo_16_d_31_mo_15_d,descriptive,,,,
asq_30_gm1,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_gm1,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_gm2,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_gm2,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_gm3,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_gm3,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_gm4,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_gm4,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_gm5,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_gm5,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_gm6,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_gm6,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_fm_png,asq_30_month_28_mo_16_d_31_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Fine Motor</span></p></div>",descriptive,child_3_arm_4,asq_30_fm_png,asq_30_month_28_mo_16_d_31_mo_15_d,descriptive,,,,
asq_30_fm1,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_fm1,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_fm2,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_fm2,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_fm3,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_fm3,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_fm4,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_fm4,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_fm5,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_fm5,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_fm6,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_fm6,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_prso_png,asq_30_month_28_mo_16_d_31_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Problem Solving</span></p></div>",descriptive,child_3_arm_4,asq_30_prso_png,asq_30_month_28_mo_16_d_31_mo_15_d,descriptive,,,,
asq_30_prso1,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_prso1,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_prso2,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_prso2,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_prso3,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_prso3,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_prso6,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_prso6,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_prso5,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_prso5,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_prso4,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_prso4,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_prso4_explain,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_prso4_explain,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_30_peso1,asq_30_month_28_mo_16_d_31_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Personal-Social</span></p></div>",radio,child_3_arm_4,asq_30_peso1,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_peso2,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_peso2,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_peso3,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_peso3,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_peso4,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_peso4,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_peso5,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_peso5,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_peso6,asq_30_month_28_mo_16_d_31_mo_15_d,,radio,child_3_arm_4,asq_30_peso6,asq_30_month_28_mo_16_d_31_mo_15_d,radio,,,,
asq_30_overall_1,asq_30_month_28_mo_16_d_31_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Overall</span></p></div>",yesno,child_3_arm_4,asq_30_overall_1,asq_30_month_28_mo_16_d_31_mo_15_d,yesno,,,,
asq_30_overall_1_explain,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_overall_1_explain,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_30_overall_2,asq_30_month_28_mo_16_d_31_mo_15_d,,yesno,child_3_arm_4,asq_30_overall_2,asq_30_month_28_mo_16_d_31_mo_15_d,yesno,,,,
asq_30_overall_2_explain,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_overall_2_explain,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_30_overall_3,asq_30_month_28_mo_16_d_31_mo_15_d,,yesno,child_3_arm_4,asq_30_overall_3,asq_30_month_28_mo_16_d_31_mo_15_d,yesno,,,,
asq_30_overall_3_explain,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_overall_3_explain,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_30_overall_4,asq_30_month_28_mo_16_d_31_mo_15_d,,yesno,child_3_arm_4,asq_30_overall_4,asq_30_month_28_mo_16_d_31_mo_15_d,yesno,,,,
asq_30_overall_4_explain,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_overall_4_explain,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_30_overall_5,asq_30_month_28_mo_16_d_31_mo_15_d,,yesno,child_3_arm_4,asq_30_overall_5,asq_30_month_28_mo_16_d_31_mo_15_d,yesno,,,,
asq_30_overall_5_explain,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_overall_5_explain,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_30_overall_6,asq_30_month_28_mo_16_d_31_mo_15_d,,yesno,child_3_arm_4,asq_30_overall_6,asq_30_month_28_mo_16_d_31_mo_15_d,yesno,,,,
asq_30_overall_6_explain,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_overall_6_explain,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_30_overall_7,asq_30_month_28_mo_16_d_31_mo_15_d,,yesno,child_3_arm_4,asq_30_overall_7,asq_30_month_28_mo_16_d_31_mo_15_d,yesno,,,,
asq_30_overall_7_explain,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_overall_7_explain,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_30_overall_8,asq_30_month_28_mo_16_d_31_mo_15_d,,yesno,child_3_arm_4,asq_30_overall_8,asq_30_month_28_mo_16_d_31_mo_15_d,yesno,,,,
asq_30_overall_8_explain,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_overall_8_explain,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_30_overall_9,asq_30_month_28_mo_16_d_31_mo_15_d,,yesno,child_3_arm_4,asq_30_overall_9,asq_30_month_28_mo_16_d_31_mo_15_d,yesno,,,,
asq_30_overall_9_explain,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_overall_9_explain,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_30_overall_10,asq_30_month_28_mo_16_d_31_mo_15_d,,yesno,child_3_arm_4,asq_30_overall_10,asq_30_month_28_mo_16_d_31_mo_15_d,yesno,,,,
asq_30_overall_10_explain,asq_30_month_28_mo_16_d_31_mo_15_d,,notes,child_3_arm_4,asq_30_overall_10_explain,asq_30_month_28_mo_16_d_31_mo_15_d,notes,,,,
asq_33_child,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_child,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_comm1,asq_33_month_31_mo_16_d_34_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Communication</span></p></div>",radio,child_3_arm_4,asq_33_comm1,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_comm6,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_comm6,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_comm3,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_comm3,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_comm4,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_comm4,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_comm5,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_comm5,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_comm2,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_comm2,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_comm2_example,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_comm2_example,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_33_gm_png,asq_33_month_31_mo_16_d_34_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Gross Motor</span></p></div>",descriptive,child_3_arm_4,asq_33_gm_png,asq_33_month_31_mo_16_d_34_mo_15_d,descriptive,,,,
asq_33_gm1,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_gm1,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_gm2,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_gm2,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_gm3,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_gm3,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_gm4,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_gm4,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_gm5,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_gm5,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_gm6,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_gm6,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_fm_png,asq_33_month_31_mo_16_d_34_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Fine Motor</span></p></div>",descriptive,child_3_arm_4,asq_33_fm_png,asq_33_month_31_mo_16_d_34_mo_15_d,descriptive,,,,
asq_33_fm1,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_fm1,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_fm2,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_fm2,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_fm3,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_fm3,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_fm4,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_fm4,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_fm5,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_fm5,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_fm6,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_fm6,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_prso_png,asq_33_month_31_mo_16_d_34_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Problem Solving</span></p></div>",descriptive,child_3_arm_4,asq_33_prso_png,asq_33_month_31_mo_16_d_34_mo_15_d,descriptive,,,,
asq_33_prso1,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_prso1,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_prso2,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_prso2,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_prso3,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_prso3,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_prso6,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_prso6,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_prso5,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_prso5,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_prso4,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_prso4,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_prso4_explain,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_prso4_explain,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_33_peso1,asq_33_month_31_mo_16_d_34_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Personal-Social</span></p></div>",radio,child_3_arm_4,asq_33_peso1,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_peso2,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_peso2,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_peso3,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_peso3,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_peso4,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_peso4,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_peso5,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_peso5,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_peso6,asq_33_month_31_mo_16_d_34_mo_15_d,,radio,child_3_arm_4,asq_33_peso6,asq_33_month_31_mo_16_d_34_mo_15_d,radio,,,,
asq_33_overall_1,asq_33_month_31_mo_16_d_34_mo_15_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Overall</span></p></div>",yesno,child_3_arm_4,asq_33_overall_1,asq_33_month_31_mo_16_d_34_mo_15_d,yesno,,,,
asq_33_overall_1_explain,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_overall_1_explain,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_33_overall_2,asq_33_month_31_mo_16_d_34_mo_15_d,,yesno,child_3_arm_4,asq_33_overall_2,asq_33_month_31_mo_16_d_34_mo_15_d,yesno,,,,
asq_33_overall_2_explain,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_overall_2_explain,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_33_overall_3,asq_33_month_31_mo_16_d_34_mo_15_d,,yesno,child_3_arm_4,asq_33_overall_3,asq_33_month_31_mo_16_d_34_mo_15_d,yesno,,,,
asq_33_overall_3_explain,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_overall_3_explain,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_33_overall_4,asq_33_month_31_mo_16_d_34_mo_15_d,,yesno,child_3_arm_4,asq_33_overall_4,asq_33_month_31_mo_16_d_34_mo_15_d,yesno,,,,
asq_33_overall_4_explain,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_overall_4_explain,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_33_overall_5,asq_33_month_31_mo_16_d_34_mo_15_d,,yesno,child_3_arm_4,asq_33_overall_5,asq_33_month_31_mo_16_d_34_mo_15_d,yesno,,,,
asq_33_overall_5_explain,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_overall_5_explain,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_33_overall_6,asq_33_month_31_mo_16_d_34_mo_15_d,,yesno,child_3_arm_4,asq_33_overall_6,asq_33_month_31_mo_16_d_34_mo_15_d,yesno,,,,
asq_33_overall_6_explain,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_overall_6_explain,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_33_overall_7,asq_33_month_31_mo_16_d_34_mo_15_d,,yesno,child_3_arm_4,asq_33_overall_7,asq_33_month_31_mo_16_d_34_mo_15_d,yesno,,,,
asq_33_overall_7_explain,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_overall_7_explain,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_33_overall_8,asq_33_month_31_mo_16_d_34_mo_15_d,,yesno,child_3_arm_4,asq_33_overall_8,asq_33_month_31_mo_16_d_34_mo_15_d,yesno,,,,
asq_33_overall_8_explain,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_overall_8_explain,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_33_overall_9,asq_33_month_31_mo_16_d_34_mo_15_d,,yesno,child_3_arm_4,asq_33_overall_9,asq_33_month_31_mo_16_d_34_mo_15_d,yesno,,,,
asq_33_overall_9_explain,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_overall_9_explain,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_33_overall_10,asq_33_month_31_mo_16_d_34_mo_15_d,,yesno,child_3_arm_4,asq_33_overall_10,asq_33_month_31_mo_16_d_34_mo_15_d,yesno,,,,
asq_33_overall_10_explain,asq_33_month_31_mo_16_d_34_mo_15_d,,notes,child_3_arm_4,asq_33_overall_10_explain,asq_33_month_31_mo_16_d_34_mo_15_d,notes,,,,
asq_36_child,asq_36_month_34_mo_16_d_38_mo_30_d,,radio,child_3_arm_4,asq_36_child,asq_36_month_34_mo_16_d_38_mo_30_d,radio,,,,
asq_36_comm1,asq_36_month_34_mo_16_d_38_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Communication</span></p></div>",radio,child_3_arm_4,asq_36_comm1,asq_36_month_34_mo_16_d_38_mo_30_d,radio,,,,
asq_36_comm6,asq_36_month_34_mo_16_d_38_mo_30_d,,radio,child_3_arm_4,asq_36_comm6,asq_36_month_34_mo_16_d_38_mo_30_d,radio,,,,
asq_36_comm3,asq_36_month_34_mo_16_d_38_mo_30_d,,radio,child_3_arm_4,asq_36_comm3,asq_36_month_34_mo_16_d_38_mo_30_d,radio,,,,
asq_36_comm4,asq_36_month_34_mo_16_d_38_mo_30_d,,radio,child_3_arm_4,asq_36_comm4,asq_36_month_34_mo_16_d_38_mo_30_d,radio,,,,
asq_36_comm5,asq_36_month_34_mo_16_d_38_mo_30_d,,radio,child_3_arm_4,asq_36_comm5,asq_36_month_34_mo_16_d_38_mo_30_d,radio,,,,
asq_36_comm2,asq_36_month_34_mo_16_d_38_mo_30_d,,radio,child_3_arm_4,asq_36_comm2,asq_36_month_34_mo_16_d_38_mo_30_d,radio,,,,
asq_36_comm2_example,asq_36_month_34_mo_16_d_38_mo_30_d,,notes,child_3_arm_4,asq_36_comm2_example,asq_36_month_34_mo_16_d_38_mo_30_d,notes,,,,
